,Clase,Sobrevivió,Nombre,Sexo,Edad,Ticket,Tarifa,Cabina,Bote de Rescate,Cuerpo,Destino
596,2,1,"Wilhelms, Mr. Charles",Hombre,31.0,244270,13.0,Desconocida,9,Desconocido,"London, England"
597,2,1,"Williams, Mr. Charles Eugene",Hombre,0.0,244373,13.0,Desconocida,14,Desconocido,"Harrow, England"
598,2,1,"Wright, Miss. Marion",Mujer,26.0,220844,13.0,Desconocida,9,Desconocido,"Yoevil, England / Cottage Grove, OR"
599,2,0,"Yrois, Miss. Henriette (""Mrs Harbeck"")",Mujer,24.0,248747,13.0,Desconocida,Desconocido,Desconocido,Paris
600,3,0,"Abbing, Mr. Anthony",Hombre,42.0,C.A. 5547,7.0,Desconocida,Desconocido,Desconocido,Desconocido
601,3,0,"Abbott, Master. Eugene Joseph",Hombre,13.0,C.A. 2673,20.0,Desconocida,Desconocido,Desconocido,"East Providence, RI"
602,3,0,"Abbott, Mr. Rossmore Edward",Hombre,16.0,C.A. 2673,20.0,Desconocida,Desconocido,190.0,"East Providence, RI"
603,3,1,"Abbott, Mrs. Stanton (Rosa Hunt)",Mujer,35.0,C.A. 2673,20.0,Desconocida,A,Desconocido,"East Providence, RI"
604,3,1,"Abelseth, Miss. Karen Marie",Mujer,16.0,348125,7.0,Desconocida,16,Desconocido,"Norway Los Angeles, CA"
605,3,1,"Abelseth, Mr. Olaus Jorgensen",Hombre,25.0,348122,7.0,F G63,A,Desconocido,"Perkins County, SD"
606,3,1,"Abrahamsson, Mr. Abraham August Johannes",Hombre,20.0,SOTON/O2 3101284,7.0,Desconocida,15,Desconocido,"Taalintehdas, Finland Hoboken, NJ"
607,3,1,"Abrahim, Mrs. Joseph (Sophie Halaut Easu)",Mujer,18.0,2657,7.0,Desconocida,C,Desconocido,"Greensburg, PA"
608,3,0,"Adahl, Mr. Mauritz Nils Martin",Hombre,30.0,C 7076,7.0,Desconocida,Desconocido,72.0,"Asarum, Sweden Brooklyn, NY"
609,3,0,"Adams, Mr. John",Hombre,26.0,341826,8.0,Desconocida,Desconocido,103.0,"Bournemouth, England"
610,3,0,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",Mujer,40.0,7546,9.0,Desconocida,Desconocido,Desconocido,"Sweden Akeley, MN"
611,3,1,"Aks, Master. Philip Frank",Hombre,0.0,392091,9.0,Desconocida,11,Desconocido,"London, England Norfolk, VA"
612,3,1,"Aks, Mrs. Sam (Leah Rosen)",Mujer,18.0,392091,9.0,Desconocida,13,Desconocido,"London, England Norfolk, VA"
613,3,1,"Albimona, Mr. Nassef Cassem",Hombre,26.0,2699,18.0,Desconocida,15,Desconocido,"Syria Fredericksburg, VA"
614,3,0,"Alexander, Mr. William",Hombre,26.0,3474,7.0,Desconocida,Desconocido,Desconocido,"England Albion, NY"
615,3,0,"Alhomaki, Mr. Ilmari Rudolf",Hombre,20.0,SOTON/O2 3101287,7.0,Desconocida,Desconocido,Desconocido,"Salo, Finland Astoria, OR"
616,3,0,"Ali, Mr. Ahmed",Hombre,24.0,SOTON/O.Q. 3101311,7.0,Desconocida,Desconocido,Desconocido,Desconocido
617,3,0,"Ali, Mr. William",Hombre,25.0,SOTON/O.Q. 3101312,7.0,Desconocida,Desconocido,79.0,Argentina
618,3,0,"Allen, Mr. William Henry",Hombre,35.0,373450,8.0,Desconocida,Desconocido,Desconocido,"Lower Clapton, Middlesex or Erdington, Birmingham"
619,3,0,"Allum, Mr. Owen George",Hombre,18.0,2223,8.0,Desconocida,Desconocido,259.0,"Windsor, England New York, NY"
620,3,0,"Andersen, Mr. Albert Karvin",Hombre,32.0,C 4001,22.0,Desconocida,Desconocido,260.0,"Bergen, Norway"
621,3,1,"Andersen-Jensen, Miss. Carla Christine Nielsine",Mujer,19.0,350046,7.0,Desconocida,16,Desconocido,Desconocido
622,3,0,"Andersson, Master. Sigvard Harald Elias",Hombre,4.0,347082,31.0,Desconocida,Desconocido,Desconocido,"Sweden Winnipeg, MN"
623,3,0,"Andersson, Miss. Ebba Iris Alfrida",Mujer,6.0,347082,31.0,Desconocida,Desconocido,Desconocido,"Sweden Winnipeg, MN"
624,3,0,"Andersson, Miss. Ellis Anna Maria",Mujer,2.0,347082,31.0,Desconocida,Desconocido,Desconocido,"Sweden Winnipeg, MN"
625,3,1,"Andersson, Miss. Erna Alexandra",Mujer,17.0,3101281,7.0,Desconocida,D,Desconocido,"Ruotsinphyhtaa, Finland New York, NY"
626,3,0,"Andersson, Miss. Ida Augusta Margareta",Mujer,38.0,347091,7.0,Desconocida,Desconocido,Desconocido,"Vadsbro, Sweden Ministee, MI"
627,3,0,"Andersson, Miss. Ingeborg Constanzia",Mujer,9.0,347082,31.0,Desconocida,Desconocido,Desconocido,"Sweden Winnipeg, MN"
628,3,0,"Andersson, Miss. Sigrid Elisabeth",Mujer,11.0,347082,31.0,Desconocida,Desconocido,Desconocido,"Sweden Winnipeg, MN"
629,3,0,"Andersson, Mr. Anders Johan",Hombre,39.0,347082,31.0,Desconocida,Desconocido,Desconocido,"Sweden Winnipeg, MN"
630,3,1,"Andersson, Mr. August Edvard (""Wennerstrom"")",Hombre,27.0,350043,7.0,Desconocida,A,Desconocido,Desconocido
631,3,0,"Andersson, Mr. Johan Samuel",Hombre,26.0,347075,7.0,Desconocida,Desconocido,Desconocido,"Hartford, CT"
632,3,0,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",Mujer,39.0,347082,31.0,Desconocida,Desconocido,Desconocido,"Sweden Winnipeg, MN"
633,3,0,"Andreasson, Mr. Paul Edvin",Hombre,20.0,347466,7.0,Desconocida,Desconocido,Desconocido,"Sweden Chicago, IL"
634,3,0,"Angheloff, Mr. Minko",Hombre,26.0,349202,7.0,Desconocida,Desconocido,Desconocido,"Bulgaria Chicago, IL"
635,3,0,"Arnold-Franchi, Mr. Josef",Hombre,25.0,349237,17.0,Desconocida,Desconocido,Desconocido,"Altdorf, Switzerland"
636,3,0,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",Mujer,18.0,349237,17.0,Desconocida,Desconocido,Desconocido,"Altdorf, Switzerland"
637,3,0,"Aronsson, Mr. Ernst Axel Algot",Hombre,24.0,349911,7.0,Desconocida,Desconocido,Desconocido,"Sweden Joliet, IL"
638,3,0,"Asim, Mr. Adola",Hombre,35.0,SOTON/O.Q. 3101310,7.0,Desconocida,Desconocido,Desconocido,Desconocido
639,3,0,"Asplund, Master. Carl Edgar",Hombre,5.0,347077,31.0,Desconocida,Desconocido,Desconocido,"Sweden  Worcester, MA"
640,3,0,"Asplund, Master. Clarence Gustaf Hugo",Hombre,9.0,347077,31.0,Desconocida,Desconocido,Desconocido,"Sweden Worcester, MA"
641,3,1,"Asplund, Master. Edvin Rojj Felix",Hombre,3.0,347077,31.0,Desconocida,15,Desconocido,"Sweden Worcester, MA"
642,3,0,"Asplund, Master. Filip Oscar",Hombre,13.0,347077,31.0,Desconocida,Desconocido,Desconocido,"Sweden Worcester, MA"
643,3,1,"Asplund, Miss. Lillian Gertrud",Mujer,5.0,347077,31.0,Desconocida,15,Desconocido,"Sweden Worcester, MA"
644,3,0,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",Hombre,40.0,347077,31.0,Desconocida,Desconocido,142.0,"Sweden  Worcester, MA"
645,3,1,"Asplund, Mr. Johan Charles",Hombre,23.0,350054,7.0,Desconocida,13,Desconocido,"Oskarshamn, Sweden Minneapolis, MN"
646,3,1,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",Mujer,38.0,347077,31.0,Desconocida,15,Desconocido,"Sweden  Worcester, MA"
647,3,1,"Assaf Khalil, Mrs. Mariana (""Miriam"")",Mujer,45.0,2696,7.0,Desconocida,C,Desconocido,"Ottawa, ON"
648,3,0,"Assaf, Mr. Gerios",Hombre,21.0,2692,7.0,Desconocida,Desconocido,Desconocido,"Ottawa, ON"
649,3,0,"Assam, Mr. Ali",Hombre,23.0,SOTON/O.Q. 3101309,7.0,Desconocida,Desconocido,Desconocido,Desconocido
650,3,0,"Attalah, Miss. Malake",Mujer,17.0,2627,14.0,Desconocida,Desconocido,Desconocido,Desconocido
651,3,0,"Attalah, Mr. Sleiman",Hombre,30.0,2694,7.0,Desconocida,Desconocido,Desconocido,"Ottawa, ON"
652,3,0,"Augustsson, Mr. Albert",Hombre,23.0,347468,7.0,Desconocida,Desconocido,Desconocido,"Krakoryd, Sweden Bloomington, IL"
653,3,1,"Ayoub, Miss. Banoura",Mujer,13.0,2687,7.0,Desconocida,C,Desconocido,"Syria Youngstown, OH"
654,3,0,"Baccos, Mr. Raffull",Hombre,20.0,2679,7.0,Desconocida,Desconocido,Desconocido,Desconocido
655,3,0,"Backstrom, Mr. Karl Alfred",Hombre,32.0,3101278,15.0,Desconocida,D,Desconocido,"Ruotsinphytaa, Finland New York, NY"
656,3,1,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",Mujer,33.0,3101278,15.0,Desconocida,Desconocido,Desconocido,"Ruotsinphytaa, Finland New York, NY"
657,3,1,"Baclini, Miss. Eugenie",Mujer,0.0,2666,19.0,Desconocida,C,Desconocido,"Syria New York, NY"
658,3,1,"Baclini, Miss. Helene Barbara",Mujer,0.0,2666,19.0,Desconocida,C,Desconocido,"Syria New York, NY"
659,3,1,"Baclini, Miss. Marie Catherine",Mujer,5.0,2666,19.0,Desconocida,C,Desconocido,"Syria New York, NY"
660,3,1,"Baclini, Mrs. Solomon (Latifa Qurban)",Mujer,24.0,2666,19.0,Desconocida,C,Desconocido,"Syria New York, NY"
661,3,1,"Badman, Miss. Emily Louisa",Mujer,18.0,A/4 31416,8.0,Desconocida,C,Desconocido,"London Skanteales, NY"
662,3,0,"Badt, Mr. Mohamed",Hombre,40.0,2623,7.0,Desconocida,Desconocido,Desconocido,Desconocido
663,3,0,"Balkic, Mr. Cerin",Hombre,26.0,349248,7.0,Desconocida,Desconocido,Desconocido,Desconocido
664,3,1,"Barah, Mr. Hanna Assi",Hombre,20.0,2663,7.0,Desconocida,15,Desconocido,Desconocido
665,3,0,"Barbara, Miss. Saiide",Mujer,18.0,2691,14.0,Desconocida,Desconocido,Desconocido,"Syria Ottawa, ON"
666,3,0,"Barbara, Mrs. (Catherine David)",Mujer,45.0,2691,14.0,Desconocida,Desconocido,Desconocido,"Syria Ottawa, ON"
667,3,0,"Barry, Miss. Julia",Mujer,27.0,330844,7.0,Desconocida,Desconocido,Desconocido,"New York, NY"
668,3,0,"Barton, Mr. David John",Hombre,22.0,324669,8.0,Desconocida,Desconocido,Desconocido,"England New York, NY"
669,3,0,"Beavan, Mr. William Thomas",Hombre,19.0,323951,8.0,Desconocida,Desconocido,Desconocido,England
670,3,0,"Bengtsson, Mr. John Viktor",Hombre,26.0,347068,7.0,Desconocida,Desconocido,Desconocido,"Krakudden, Sweden Moune, IL"
671,3,0,"Berglund, Mr. Karl Ivar Sven",Hombre,22.0,PP 4348,9.0,Desconocida,Desconocido,Desconocido,"Tranvik, Finland New York"
672,3,0,"Betros, Master. Seman",Hombre,0.0,2622,7.0,Desconocida,Desconocido,Desconocido,Desconocido
673,3,0,"Betros, Mr. Tannous",Hombre,20.0,2648,4.0,Desconocida,Desconocido,Desconocido,Syria
674,3,1,"Bing, Mr. Lee",Hombre,32.0,1601,56.0,Desconocida,C,Desconocido,"Hong Kong New York, NY"
675,3,0,"Birkeland, Mr. Hans Martin Monsen",Hombre,21.0,312992,7.0,Desconocida,Desconocido,Desconocido,"Brennes, Norway New York"
676,3,0,"Bjorklund, Mr. Ernst Herbert",Hombre,18.0,347090,7.0,Desconocida,Desconocido,Desconocido,"Stockholm, Sweden New York"
677,3,0,"Bostandyeff, Mr. Guentcho",Hombre,26.0,349224,7.0,Desconocida,Desconocido,Desconocido,"Bulgaria Chicago, IL"
678,3,0,"Boulos, Master. Akar",Hombre,6.0,2678,15.0,Desconocida,Desconocido,Desconocido,"Syria Kent, ON"
679,3,0,"Boulos, Miss. Nourelain",Mujer,9.0,2678,15.0,Desconocida,Desconocido,Desconocido,"Syria Kent, ON"
680,3,0,"Boulos, Mr. Hanna",Hombre,0.0,2664,7.0,Desconocida,Desconocido,Desconocido,Syria
681,3,0,"Boulos, Mrs. Joseph (Sultana)",Mujer,0.0,2678,15.0,Desconocida,Desconocido,Desconocido,"Syria Kent, ON"
682,3,0,"Bourke, Miss. Mary",Mujer,0.0,364848,7.0,Desconocida,Desconocido,Desconocido,"Ireland Chicago, IL"
683,3,0,"Bourke, Mr. John",Hombre,40.0,364849,15.0,Desconocida,Desconocido,Desconocido,"Ireland Chicago, IL"
684,3,0,"Bourke, Mrs. John (Catherine)",Mujer,32.0,364849,15.0,Desconocida,Desconocido,Desconocido,"Ireland Chicago, IL"
685,3,0,"Bowen, Mr. David John ""Dai""",Hombre,21.0,54636,16.0,Desconocida,Desconocido,Desconocido,"Treherbert, Cardiff, Wales"
686,3,1,"Bradley, Miss. Bridget Delia",Mujer,22.0,334914,7.0,Desconocida,13,Desconocido,"Kingwilliamstown, Co Cork, Ireland Glens Falls, NY"
687,3,0,"Braf, Miss. Elin Ester Maria",Mujer,20.0,347471,7.0,Desconocida,Desconocido,Desconocido,"Medeltorp, Sweden Chicago, IL"
688,3,0,"Braund, Mr. Lewis Richard",Hombre,29.0,3460,7.0,Desconocida,Desconocido,Desconocido,"Bridgerule, Devon"
689,3,0,"Braund, Mr. Owen Harris",Hombre,22.0,A/5 21171,7.0,Desconocida,Desconocido,Desconocido,"Bridgerule, Devon"
690,3,0,"Brobeck, Mr. Karl Rudolf",Hombre,22.0,350045,7.0,Desconocida,Desconocido,Desconocido,"Sweden Worcester, MA"
691,3,0,"Brocklebank, Mr. William Alfred",Hombre,35.0,364512,8.0,Desconocida,Desconocido,Desconocido,"Broomfield, Chelmsford, England"
692,3,0,"Buckley, Miss. Katherine",Mujer,18.0,329944,7.0,Desconocida,Desconocido,299.0,"Co Cork, Ireland Roxbury, MA"
693,3,1,"Buckley, Mr. Daniel",Hombre,21.0,330920,7.0,Desconocida,13,Desconocido,"Kingwilliamstown, Co Cork, Ireland New York, NY"
694,3,0,"Burke, Mr. Jeremiah",Hombre,19.0,365222,6.0,Desconocida,Desconocido,Desconocido,"Co Cork, Ireland Charlestown, MA"
695,3,0,"Burns, Miss. Mary Delia",Mujer,18.0,330963,7.0,Desconocida,Desconocido,Desconocido,"Co Sligo, Ireland New York, NY"
696,3,0,"Cacic, Miss. Manda",Mujer,21.0,315087,8.0,Desconocida,Desconocido,Desconocido,Desconocido
697,3,0,"Cacic, Miss. Marija",Mujer,30.0,315084,8.0,Desconocida,Desconocido,Desconocido,Desconocido
698,3,0,"Cacic, Mr. Jego Grga",Hombre,18.0,315091,8.0,Desconocida,Desconocido,Desconocido,Desconocido
699,3,0,"Cacic, Mr. Luka",Hombre,38.0,315089,8.0,Desconocida,Desconocido,Desconocido,Croatia
700,3,0,"Calic, Mr. Jovo",Hombre,17.0,315093,8.0,Desconocida,Desconocido,Desconocido,Desconocido
701,3,0,"Calic, Mr. Petar",Hombre,17.0,315086,8.0,Desconocida,Desconocido,Desconocido,Desconocido
702,3,0,"Canavan, Miss. Mary",Mujer,21.0,364846,7.0,Desconocida,Desconocido,Desconocido,Desconocido
703,3,0,"Canavan, Mr. Patrick",Hombre,21.0,364858,7.0,Desconocida,Desconocido,Desconocido,"Ireland Philadelphia, PA"
704,3,0,"Cann, Mr. Ernest Charles",Hombre,21.0,A./5. 2152,8.0,Desconocida,Desconocido,Desconocido,Desconocido
705,3,0,"Caram, Mr. Joseph",Hombre,0.0,2689,14.0,Desconocida,Desconocido,Desconocido,"Ottawa, ON"
706,3,0,"Caram, Mrs. Joseph (Maria Elias)",Mujer,0.0,2689,14.0,Desconocida,Desconocido,Desconocido,"Ottawa, ON"
707,3,0,"Carlsson, Mr. August Sigfrid",Hombre,28.0,350042,7.0,Desconocida,Desconocido,Desconocido,"Dagsas, Sweden Fower, MN"
708,3,0,"Carlsson, Mr. Carl Robert",Hombre,24.0,350409,7.0,Desconocida,Desconocido,Desconocido,"Goteborg, Sweden Huntley, IL"
709,3,1,"Carr, Miss. Helen ""Ellen""",Mujer,16.0,367231,7.0,Desconocida,16,Desconocido,"Co Longford, Ireland New York, NY"
710,3,0,"Carr, Miss. Jeannie",Mujer,37.0,368364,7.0,Desconocida,Desconocido,Desconocido,"Co Sligo, Ireland Hartford, CT"
711,3,0,"Carver, Mr. Alfred John",Hombre,28.0,392095,7.0,Desconocida,Desconocido,Desconocido,"St Denys, Southampton, Hants"
712,3,0,"Celotti, Mr. Francesco",Hombre,24.0,343275,8.0,Desconocida,Desconocido,Desconocido,London
713,3,0,"Charters, Mr. David",Hombre,21.0,A/5. 13032,7.0,Desconocida,Desconocido,Desconocido,"Ireland New York, NY"
714,3,1,"Chip, Mr. Chang",Hombre,32.0,1601,56.0,Desconocida,C,Desconocido,"Hong Kong New York, NY"
715,3,0,"Christmann, Mr. Emil",Hombre,29.0,343276,8.0,Desconocida,Desconocido,Desconocido,Desconocido
716,3,0,"Chronopoulos, Mr. Apostolos",Hombre,26.0,2680,14.0,Desconocida,Desconocido,Desconocido,Greece
717,3,0,"Chronopoulos, Mr. Demetrios",Hombre,18.0,2680,14.0,Desconocida,Desconocido,Desconocido,Greece
718,3,0,"Coelho, Mr. Domingos Fernandeo",Hombre,20.0,SOTON/O.Q. 3101307,7.0,Desconocida,Desconocido,Desconocido,Portugal
719,3,1,"Cohen, Mr. Gurshon ""Gus""",Hombre,18.0,A/5 3540,8.0,Desconocida,12,Desconocido,"London Brooklyn, NY"
720,3,0,"Colbert, Mr. Patrick",Hombre,24.0,371109,7.0,Desconocida,Desconocido,Desconocido,"Co Limerick, Ireland Sherbrooke, PQ"
721,3,0,"Coleff, Mr. Peju",Hombre,36.0,349210,7.0,Desconocida,Desconocido,Desconocido,"Bulgaria Chicago, IL"
722,3,0,"Coleff, Mr. Satio",Hombre,24.0,349209,7.0,Desconocida,Desconocido,Desconocido,Desconocido
723,3,0,"Conlon, Mr. Thomas Henry",Hombre,31.0,21332,7.0,Desconocida,Desconocido,Desconocido,"Philadelphia, PA"
724,3,0,"Connaghton, Mr. Michael",Hombre,31.0,335097,7.0,Desconocida,Desconocido,Desconocido,"Ireland Brooklyn, NY"
725,3,1,"Connolly, Miss. Kate",Mujer,22.0,370373,7.0,Desconocida,13,Desconocido,Ireland
726,3,0,"Connolly, Miss. Kate",Mujer,30.0,330972,7.0,Desconocida,Desconocido,Desconocido,Ireland
727,3,0,"Connors, Mr. Patrick",Hombre,70.0,370369,7.0,Desconocida,Desconocido,171.0,Desconocido
728,3,0,"Cook, Mr. Jacob",Hombre,43.0,A/5 3536,8.0,Desconocida,Desconocido,Desconocido,Desconocido
729,3,0,"Cor, Mr. Bartol",Hombre,35.0,349230,7.0,Desconocida,Desconocido,Desconocido,Austria
730,3,0,"Cor, Mr. Ivan",Hombre,27.0,349229,7.0,Desconocida,Desconocido,Desconocido,Austria
731,3,0,"Cor, Mr. Liudevit",Hombre,19.0,349231,7.0,Desconocida,Desconocido,Desconocido,Austria
732,3,0,"Corn, Mr. Harry",Hombre,30.0,SOTON/OQ 392090,8.0,Desconocida,Desconocido,Desconocido,London
733,3,1,"Coutts, Master. Eden Leslie ""Neville""",Hombre,9.0,C.A. 37671,15.0,Desconocida,2,Desconocido,"England Brooklyn, NY"
734,3,1,"Coutts, Master. William Loch ""William""",Hombre,3.0,C.A. 37671,15.0,Desconocida,2,Desconocido,"England Brooklyn, NY"
735,3,1,"Coutts, Mrs. William (Winnie ""Minnie"" Treanor)",Mujer,36.0,C.A. 37671,15.0,Desconocida,2,Desconocido,"England Brooklyn, NY"
736,3,0,"Coxon, Mr. Daniel",Hombre,59.0,364500,7.0,Desconocida,Desconocido,Desconocido,"Merrill, WI"
737,3,0,"Crease, Mr. Ernest James",Hombre,19.0,S.P. 3464,8.0,Desconocida,Desconocido,Desconocido,"Bristol, England Cleveland, OH"
738,3,1,"Cribb, Miss. Laura Alice",Mujer,17.0,371362,16.0,Desconocida,12,Desconocido,"Bournemouth, England Newark, NJ"
739,3,0,"Cribb, Mr. John Hatfield",Hombre,44.0,371362,16.0,Desconocida,Desconocido,Desconocido,"Bournemouth, England Newark, NJ"
740,3,0,"Culumovic, Mr. Jeso",Hombre,17.0,315090,8.0,Desconocida,Desconocido,Desconocido,Austria-Hungary
741,3,0,"Daher, Mr. Shedid",Hombre,22.0,2698,7.0,Desconocida,Desconocido,9.0,Desconocido
742,3,1,"Dahl, Mr. Karl Edwart",Hombre,45.0,7598,8.0,Desconocida,15,Desconocido,"Australia Fingal, ND"
743,3,0,"Dahlberg, Miss. Gerda Ulrika",Mujer,22.0,7552,10.0,Desconocida,Desconocido,Desconocido,"Norrlot, Sweden Chicago, IL"
744,3,0,"Dakic, Mr. Branko",Hombre,19.0,349228,10.0,Desconocida,Desconocido,Desconocido,Austria
745,3,1,"Daly, Miss. Margaret Marcella ""Maggie""",Mujer,30.0,382650,6.0,Desconocida,15,Desconocido,"Co Athlone, Ireland New York, NY"
746,3,1,"Daly, Mr. Eugene Patrick",Hombre,29.0,382651,7.0,Desconocida,13 15 B,Desconocido,"Co Athlone, Ireland New York, NY"
747,3,0,"Danbom, Master. Gilbert Sigvard Emanuel",Hombre,0.0,347080,14.0,Desconocida,Desconocido,Desconocido,"Stanton, IA"
748,3,0,"Danbom, Mr. Ernst Gilbert",Hombre,34.0,347080,14.0,Desconocida,Desconocido,197.0,"Stanton, IA"
749,3,0,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",Mujer,28.0,347080,14.0,Desconocida,Desconocido,Desconocido,"Stanton, IA"
750,3,0,"Danoff, Mr. Yoto",Hombre,27.0,349219,7.0,Desconocida,Desconocido,Desconocido,"Bulgaria Chicago, IL"
751,3,0,"Dantcheff, Mr. Ristiu",Hombre,25.0,349203,7.0,Desconocida,Desconocido,Desconocido,"Bulgaria Chicago, IL"
752,3,0,"Davies, Mr. Alfred J",Hombre,24.0,A/4 48871,24.0,Desconocida,Desconocido,Desconocido,"West Bromwich, England Pontiac, MI"
753,3,0,"Davies, Mr. Evan",Hombre,22.0,SC/A4 23568,8.0,Desconocida,Desconocido,Desconocido,Desconocido
754,3,0,"Davies, Mr. John Samuel",Hombre,21.0,A/4 48871,24.0,Desconocida,Desconocido,Desconocido,"West Bromwich, England Pontiac, MI"
755,3,0,"Davies, Mr. Joseph",Hombre,17.0,A/4 48873,8.0,Desconocida,Desconocido,Desconocido,"West Bromwich, England Pontiac, MI"
756,3,0,"Davison, Mr. Thomas Henry",Hombre,0.0,386525,16.0,Desconocida,Desconocido,Desconocido,"Liverpool, England Bedford, OH"
757,3,1,"Davison, Mrs. Thomas Henry (Mary E Finck)",Mujer,0.0,386525,16.0,Desconocida,16,Desconocido,"Liverpool, England Bedford, OH"
758,3,1,"de Messemaeker, Mr. Guillaume Joseph",Hombre,36.0,345572,17.0,Desconocida,15,Desconocido,"Tampico, MT"
759,3,1,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",Mujer,36.0,345572,17.0,Desconocida,13,Desconocido,"Tampico, MT"
760,3,1,"de Mulder, Mr. Theodore",Hombre,30.0,345774,9.0,Desconocida,11,Desconocido,"Belgium Detroit, MI"
761,3,0,"de Pelsmaeker, Mr. Alfons",Hombre,16.0,345778,9.0,Desconocida,Desconocido,Desconocido,Desconocido
762,3,1,"Dean, Master. Bertram Vere",Hombre,1.0,C.A. 2315,20.0,Desconocida,10,Desconocido,"Devon, England Wichita, KS"
763,3,1,"Dean, Miss. Elizabeth Gladys ""Millvina""",Mujer,0.0,C.A. 2315,20.0,Desconocida,10,Desconocido,"Devon, England Wichita, KS"
764,3,0,"Dean, Mr. Bertram Frank",Hombre,26.0,C.A. 2315,20.0,Desconocida,Desconocido,Desconocido,"Devon, England Wichita, KS"
765,3,1,"Dean, Mrs. Bertram (Eva Georgetta Light)",Mujer,33.0,C.A. 2315,20.0,Desconocida,10,Desconocido,"Devon, England Wichita, KS"
766,3,0,"Delalic, Mr. Redjo",Hombre,25.0,349250,7.0,Desconocida,Desconocido,Desconocido,Desconocido
767,3,0,"Demetri, Mr. Marinko",Hombre,0.0,349238,7.0,Desconocida,Desconocido,Desconocido,Desconocido
768,3,0,"Denkoff, Mr. Mitto",Hombre,0.0,349225,7.0,Desconocida,Desconocido,Desconocido,"Bulgaria Coon Rapids, IA"
769,3,0,"Dennis, Mr. Samuel",Hombre,22.0,A/5 21172,7.0,Desconocida,Desconocido,Desconocido,Desconocido
770,3,0,"Dennis, Mr. William",Hombre,36.0,A/5 21175,7.0,Desconocida,Desconocido,Desconocido,Desconocido
771,3,1,"Devaney, Miss. Margaret Delia",Mujer,19.0,330958,7.0,Desconocida,C,Desconocido,"Kilmacowen, Co Sligo, Ireland New York, NY"
772,3,0,"Dika, Mr. Mirko",Hombre,17.0,349232,7.0,Desconocida,Desconocido,Desconocido,Desconocido
773,3,0,"Dimic, Mr. Jovan",Hombre,42.0,315088,8.0,Desconocida,Desconocido,Desconocido,Desconocido
774,3,0,"Dintcheff, Mr. Valtcho",Hombre,43.0,349226,7.0,Desconocida,Desconocido,Desconocido,Desconocido
775,3,0,"Doharr, Mr. Tannous",Hombre,0.0,2686,7.0,Desconocida,Desconocido,Desconocido,Desconocido
776,3,0,"Dooley, Mr. Patrick",Hombre,32.0,370376,7.0,Desconocida,Desconocido,Desconocido,"Ireland New York, NY"
777,3,1,"Dorking, Mr. Edward Arthur",Hombre,19.0,A/5. 10482,8.0,Desconocida,B,Desconocido,"England Oglesby, IL"
778,3,1,"Dowdell, Miss. Elizabeth",Mujer,30.0,364516,12.0,Desconocida,13,Desconocido,"Union Hill, NJ"
779,3,0,"Doyle, Miss. Elizabeth",Mujer,24.0,368702,7.0,Desconocida,Desconocido,Desconocido,"Ireland New York, NY"
780,3,1,"Drapkin, Miss. Jennie",Mujer,23.0,SOTON/OQ 392083,8.0,Desconocida,Desconocido,Desconocido,"London New York, NY"
781,3,0,"Drazenoic, Mr. Jozef",Hombre,33.0,349241,7.0,Desconocida,Desconocido,51.0,"Austria Niagara Falls, NY"
782,3,0,"Duane, Mr. Frank",Hombre,65.0,336439,7.0,Desconocida,Desconocido,Desconocido,Desconocido
783,3,1,"Duquemin, Mr. Joseph",Hombre,24.0,S.O./P.P. 752,7.0,Desconocida,D,Desconocido,"England Albion, NY"
784,3,0,"Dyker, Mr. Adolf Fredrik",Hombre,23.0,347072,13.0,Desconocida,Desconocido,Desconocido,"West Haven, CT"
785,3,1,"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)",Mujer,22.0,347072,13.0,Desconocida,16,Desconocido,"West Haven, CT"
786,3,0,"Edvardsson, Mr. Gustaf Hjalmar",Hombre,18.0,349912,7.0,Desconocida,Desconocido,Desconocido,"Tofta, Sweden Joliet, IL"
787,3,0,"Eklund, Mr. Hans Linus",Hombre,16.0,347074,7.0,Desconocida,Desconocido,Desconocido,"Karberg, Sweden Jerome Junction, AZ"
788,3,0,"Ekstrom, Mr. Johan",Hombre,45.0,347061,6.0,Desconocida,Desconocido,Desconocido,"Effington Rut, SD"
789,3,0,"Elias, Mr. Dibo",Hombre,0.0,2674,7.0,Desconocida,Desconocido,Desconocido,Desconocido
790,3,0,"Elias, Mr. Joseph",Hombre,39.0,2675,7.0,Desconocida,Desconocido,Desconocido,"Syria Ottawa, ON"
791,3,0,"Elias, Mr. Joseph Jr",Hombre,17.0,2690,7.0,Desconocida,Desconocido,Desconocido,Desconocido
792,3,0,"Elias, Mr. Tannous",Hombre,15.0,2695,7.0,Desconocida,Desconocido,Desconocido,Syria
